job_title,experience_years,salary_original,currency_detected,salary_original_numeric,salary_mid,work_mode,city,salary_date,source_name
qc chemist,3.0,6000,EGP,6000.0,6000.0,On Site,Alexandria,2024-02-01,Kaggle_egyptian_salaries_2024
frontend angular,2.5,7300,EGP,7300.0,7300.0,On Site,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
software developer,0.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-01-15,Kaggle_egyptian_salaries_2024
machine learning engineer,0.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2023-09-01,Kaggle_egyptian_salaries_2024
frontend developer,2.0,27000,EGP,27000.0,27000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
java developer,2.0,14000,EGP,14000.0,14000.0,On Site,Alexanderia,2024-01-25,Kaggle_egyptian_salaries_2024
backend developer,4.0,USD 1700,USD,1700.0,85000.0,Remotley,,2024-02-23,Kaggle_egyptian_salaries_2024
frontend engineer,0.0,14500,EGP,14500.0,14500.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
django backend developer,1.0,650 USD,USD,650.0,32500.0,Hybird,Cairo,2023-10-01,Kaggle_egyptian_salaries_2024
.net developer,0.67,12000,EGP,12000.0,12000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
application support,1.5,17k,EGP,17000.0,17000.0,Hybird,Cairo,2024-02-22,Kaggle_egyptian_salaries_2024
english instructor,3.0,14000,EGP,14000.0,14000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
projects engineer,1.0,8000,EGP,8000.0,8000.0,On Site,cairo,2024-02-23,Kaggle_egyptian_salaries_2024
clinical information solutions specialist,12.0,26000,EGP,26000.0,26000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
junior asp.net corr developer,0.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
node.js backend developer,1.0,15000,EGP,15000.0,15000.0,Remotley,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
.net developer,1.0,15000,EGP,15000.0,15000.0,Hybird,"maadi/cairo , KSA",2024-02-23,Kaggle_egyptian_salaries_2024
java developer,1.0,12250,EGP,12250.0,12250.0,On Site,Alexandria,2023-07-04,Kaggle_egyptian_salaries_2024
frontend developer,1.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
soc analyst,2.0,14500,EGP,14500.0,14500.0,On Site,Cairo,2024-01-30,Kaggle_egyptian_salaries_2024
dot net developer,1.3,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-02-27,Kaggle_egyptian_salaries_2024
interior designer / architecture,1.0,6000,EGP,6000.0,6000.0,Remotley,"Saudi Arabia,  najran",2023-12-01,Kaggle_egyptian_salaries_2024
ios developer,7.0,1400 usd,USD,1400.0,70000.0,Remotley,Jeddah,2024-02-23,Kaggle_egyptian_salaries_2024
operation analyst,4.0,12000,EGP,12000.0,12000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
application support linux and application functionality,4.0,20,EGP,20.0,20.0,On Site,Cairo,2024-01-25,Kaggle_egyptian_salaries_2024
front-end engineer,2.0,20000,EGP,20000.0,20000.0,Remotley,"Cairo, Zamalic",2023-12-01,Kaggle_egyptian_salaries_2024
sales,12.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
team lead,7.0,51000,EGP,51000.0,51000.0,Hybird,"cairo, riyadh",2024-02-01,Kaggle_egyptian_salaries_2024
full stack .net developer,1.0,12000,EGP,12000.0,12000.0,Remotley,Kuwait,2024-01-30,Kaggle_egyptian_salaries_2024
flutter developer,0.25,8000,EGP,8000.0,8000.0,On Site,Mansoura,2024-02-28,Kaggle_egyptian_salaries_2024
computer vision engineer,2.0,20000,EGP,20000.0,20000.0,Remotley,cairo,2024-02-10,Kaggle_egyptian_salaries_2024
data engineer,1.5,22000,EGP,22000.0,22000.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
sales man in an electrical appliances store,3.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2023-12-31,Kaggle_egyptian_salaries_2024
architect,1.5,7500,EGP,7500.0,7500.0,On Site,Dubai,2024-02-23,Kaggle_egyptian_salaries_2024
senior application support,16.0,30000,EGP,30000.0,30000.0,On Site,,2024-02-23,Kaggle_egyptian_salaries_2024
cybersecurity engineer,3.0,35000,EGP,35000.0,35000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
full stack developer,0.5,14000,EGP,14000.0,14000.0,Remotley,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
interior designer,2.0,3000,EGP,3000.0,3000.0,On Site,Damanhour,2024-02-23,Kaggle_egyptian_salaries_2024
senior data analyst,4.5,33K,EGP,33000.0,33000.0,Hybird,Cairo,1998-01-02,Kaggle_egyptian_salaries_2024
php developer,2.0,29000,EGP,29000.0,29000.0,On Site,cairo,2023-02-01,Kaggle_egyptian_salaries_2024
customer service manager,4.0,9000,EGP,9000.0,9000.0,Full tome,Tanta,2024-01-01,Kaggle_egyptian_salaries_2024
graphic designer,4.0,5000,EGP,5000.0,5000.0,On Site,alexandria,2023-01-30,Kaggle_egyptian_salaries_2024
senior .net developer,4.0,1200 USd,USD,1200.0,60000.0,Remotley,Dubai,2024-01-01,Kaggle_egyptian_salaries_2024
engineering manager,5.0,800 usd,USD,800.0,40000.0,Remotley,,2024-02-23,Kaggle_egyptian_salaries_2024
frontend engineer,4.0,50000,EGP,50000.0,50000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
software validation engineer,0.0,1000 USD,USD,1000.0,50000.0,Hybird,Cairo,2024-02-20,Kaggle_egyptian_salaries_2024
product manager,6.0,200000,EGP,200000.0,200000.0,On Site,,1994-02-23,Kaggle_egyptian_salaries_2024
cyber security engineer,0.33,25000,EGP,25000.0,25000.0,Hybird,,2024-02-01,Kaggle_egyptian_salaries_2024
integration specialist,0.08,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
flutter developer,1.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
php&mysql,1.0,2000,EGP,2000.0,2000.0,Hybird,Beni-suef,2024-02-01,Kaggle_egyptian_salaries_2024
sales specialist,1.0,3000,EGP,3000.0,3000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
devops,1.0,24,EGP,24.0,24.0,Remotley,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
data analyst,1.0,500 USD,USD,500.0,25000.0,On Site,Saudi Arabia,2024-02-23,Kaggle_egyptian_salaries_2024
c++ developer,0.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
software engineer,2.0,15000,EGP,15000.0,15000.0,Hybird,Cairo,2023-05-01,Kaggle_egyptian_salaries_2024
coding instructor,0.0,6600,EGP,6600.0,6600.0,Remotley,Cairo,2024-02-23,Kaggle_egyptian_salaries_2024
.net developer,2.0,15000,EGP,15000.0,15000.0,Hybird,,2023-05-01,Kaggle_egyptian_salaries_2024
full stack developer,6.0,30000,EGP,30000.0,30000.0,Remotley,,2024-01-02,Kaggle_egyptian_salaries_2024
.net developer,1.0,17000 gross,EGP,17000.0,17000.0,Hybird,Cairo,2024-01-27,Kaggle_egyptian_salaries_2024
architect,1.0,8800,EGP,8800.0,8800.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
.net developer,4.0,Net 21000,EGP,21000.0,21000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
full stack web developer,1.0,8000,EGP,8000.0,8000.0,Hybird,Cairo,2023-11-14,Kaggle_egyptian_salaries_2024
backend developer,0.0,500$,USD,500.0,25000.0,Remotley,"Riyadh, Saudi Arabia",2024-02-24,Kaggle_egyptian_salaries_2024
data scientist,0.0,20000,EGP,20000.0,20000.0,Remotley,cairo,2024-01-23,Kaggle_egyptian_salaries_2024
اخصائي مساحة,3.0,6000,EGP,6000.0,6000.0,Remotley,,2020-10-05,Kaggle_egyptian_salaries_2024
senior business analyst,3.0,40000,EGP,40000.0,40000.0,Hybird,,2024-02-24,Kaggle_egyptian_salaries_2024
architect,4.0,22,EGP,22.0,22.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
senior dot net developer,6.0,60000,EGP,60000.0,60000.0,Hybird,Dubai,2024-02-24,Kaggle_egyptian_salaries_2024
application support engineer,4.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
frontend developer,1.0,15400,EGP,15400.0,15400.0,Hybird,Cairo,2024-02-04,Kaggle_egyptian_salaries_2024
full stack developer,3.0,60000,EGP,60000.0,60000.0,On Site,cairo,2024-02-20,Kaggle_egyptian_salaries_2024
fullstack vue + python,1.0,20000,EGP,20000.0,20000.0,Remotley,Texas,2023-09-01,Kaggle_egyptian_salaries_2024
data analyst,1.0,13000,EGP,13000.0,13000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
ios developer,2.0,18000,EGP,18000.0,18000.0,Hybird,Kuwait,2024-01-01,Kaggle_egyptian_salaries_2024
quality assurance especialist,2.0,4500,EGP,4500.0,4500.0,On Site,Cairo,2023-10-01,Kaggle_egyptian_salaries_2024
dental cad designer,2.0,51000,EGP,51000.0,51000.0,Remotley,,2023-07-07,Kaggle_egyptian_salaries_2024
electrical engineer,3.0,6000,EGP,6000.0,6000.0,On Site,Mahlla,2024-01-01,Kaggle_egyptian_salaries_2024
data scientist,2.0,35000 net,EGP,35000.0,35000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
mep engineer,5.0,100000,EGP,100000.0,100000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
senior application support,4.0,"27,500 Net ",EGP,27500.0,27500.0,On Site,Nasr city,2023-01-02,Kaggle_egyptian_salaries_2024
copy writer,3.0,3000,EGP,3000.0,3000.0,On Site,Mansoura,2023-11-01,Kaggle_egyptian_salaries_2024
senior graphic designer,3.0,15000,EGP,15000.0,15000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
sr. rpa developer,4.0,29500,EGP,29500.0,29500.0,Hybird,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
bmc remedy developer (low code),1.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
web developer,0.5,9000,EGP,9000.0,9000.0,Remotley,KSA,2024-01-01,Kaggle_egyptian_salaries_2024
it,5.0,10000,EGP,10000.0,10000.0,Remotley,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
sales,10.0,50000,EGP,50000.0,50000.0,Hybird,Cairo,2024-03-02,Kaggle_egyptian_salaries_2024
backend developer,5.0,36000,EGP,36000.0,36000.0,Remotley,Cairo,2023-03-01,Kaggle_egyptian_salaries_2024
sr. technical support (noc specialist),3.0,Net: 16k,EGP,16000.0,16000.0,Hybird,Cairo,2024-01-29,Kaggle_egyptian_salaries_2024
php developer,3.5,28000,EGP,28000.0,28000.0,On Site,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
oil and gas construction engineer,16.0,25000,EGP,25000.0,25000.0,On Site,Cairo,2008-03-18,Kaggle_egyptian_salaries_2024
ظابط بالقوات المسلحة,4.0,12000,EGP,12000.0,12000.0,On Site,Elbehaira,2020-12-15,Kaggle_egyptian_salaries_2024
gis instructor,2.0,17800,EGP,17800.0,17800.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
graphic designer,9.0,10000,EGP,10000.0,10000.0,On Site,Portsaid,2024-01-01,Kaggle_egyptian_salaries_2024
site civil engineer,3.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
ux ui designer,2.0,9000,EGP,9000.0,9000.0,On Site,Alexandria,2024-02-24,Kaggle_egyptian_salaries_2024
pr,2.0,4000,EGP,4000.0,4000.0,On Site,Damietta,2024-02-24,Kaggle_egyptian_salaries_2024
php developer,10.0,100000,EGP,100000.0,100000.0,On Site,El Doqy,2050-12-20,Kaggle_egyptian_salaries_2024
accountant,1.0,6500,EGP,6500.0,6500.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
php back end developer,5.0,48,EGP,48.0,48.0,Remotley,Cairo,2023-11-22,Kaggle_egyptian_salaries_2024
software test engineer,4.0,30,EGP,30.0,30.0,Hybird,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
sr. applications support,10.0,50000 gross,EGP,50000.0,50000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
business intelligence engineer,1.0,28000,EGP,28000.0,28000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
android developer,4.0,30000,EGP,30000.0,30000.0,Hybird,,2023-06-01,Kaggle_egyptian_salaries_2024
drilling engineer,5.0,50,EGP,50.0,50.0,On Site,Field,2024-01-01,Kaggle_egyptian_salaries_2024
data scientist,2.0,21200,EGP,21200.0,21200.0,Hybird,,2024-02-28,Kaggle_egyptian_salaries_2024
hr business partner,5.0,12k,EGP,12000.0,12000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
full stack developer .net & angular,2.0,650$,USD,650.0,32500.0,Remotley,"Cairo , Saudi Arabia",2024-01-01,Kaggle_egyptian_salaries_2024
pharmacist,0.0,4400,EGP,4400.0,4400.0,On Site,Ismailia,2024-02-06,Kaggle_egyptian_salaries_2024
مدينة العبور _ القاهرة,10.0,3500,EGP,3500.0,3500.0,On Site,مدينه العبور _ القاهرة _ مصر,2023-12-31,Kaggle_egyptian_salaries_2024
hr section head,4.0,14500,EGP,14500.0,14500.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
"software developer - spring boot , angular",1.0,15600,EGP,15600.0,15600.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
cable testing engineer,2.0,10000,EGP,10000.0,10000.0,On Site,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
network engineer,3.0,17000,EGP,17000.0,17000.0,Remotley,Cairo,2024-02-29,Kaggle_egyptian_salaries_2024
senior application support,5.0,30000 EGP,EGP,30000.0,30000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
senior motion graphic designer,4.0,"20,000LE",EGP,20000.0,20000.0,Remotley,Cairo,2024-01-28,Kaggle_egyptian_salaries_2024
senior data analyst,5.0,23000,EGP,23000.0,23000.0,On Site,Giza,2024-02-28,Kaggle_egyptian_salaries_2024
frontend developer reactjs,1.5,24000,EGP,24000.0,24000.0,Hybird,Giza,2024-02-24,Kaggle_egyptian_salaries_2024
data analyst senior specialist,3.0,16000,EGP,16000.0,16000.0,Hybird,Giza,2024-02-24,Kaggle_egyptian_salaries_2024
sap application developer,2.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
frontend developer,2.0,15k,EGP,15000.0,15000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
javascript developer,1.0,20000,EGP,20000.0,20000.0,On Site,Cairo,2023-10-01,Kaggle_egyptian_salaries_2024
mern stack developer,2.0,17000 EGP,EGP,17000.0,17000.0,Remotley,,2024-02-01,Kaggle_egyptian_salaries_2024
pharmacist,1.0,6000,EGP,6000.0,6000.0,On Site,Giza,2024-02-29,Kaggle_egyptian_salaries_2024
graphic designer,2.0,9000,EGP,9000.0,9000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
embedded sw test engineer,2.0,32000,EGP,32000.0,32000.0,On Site,,2024-02-24,Kaggle_egyptian_salaries_2024
machine learning engineer,3.0,35000,EGP,35000.0,35000.0,Remotley,,2024-01-01,Kaggle_egyptian_salaries_2024
flutter developer,0.33,8000,EGP,8000.0,8000.0,Remotley,Dubai,2024-02-24,Kaggle_egyptian_salaries_2024
ui ux designer,1.0,7000,EGP,7000.0,7000.0,Hybird,Cairo,2024-03-01,Kaggle_egyptian_salaries_2024
senior it infrastructure engineer,4.0,45,EGP,45.0,45.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
full-stack developer (.net-angular),10.0,50K EGP,EGP,50000.0,50000.0,Hybird,KSA,2024-01-01,Kaggle_egyptian_salaries_2024
graphic designer,1.0,3500,EGP,3500.0,3500.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
software testing team lead,10.0,50000,EGP,50000.0,50000.0,On Site,,1-02-20,Kaggle_egyptian_salaries_2024
senior software enhineer,7.0,38000,EGP,38000.0,38000.0,Hybird,Alexandria,2024-01-31,Kaggle_egyptian_salaries_2024
junior front end developer,0.0,700,EGP,700.0,700.0,On Site,Alexandria,2024-02-25,Kaggle_egyptian_salaries_2024
django developer,0.0,8000,EGP,8000.0,8000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
technical engineer,2.0,9500,EGP,9500.0,9500.0,Hybird,Cairo,2023-12-25,Kaggle_egyptian_salaries_2024
fullstack developer (laravel & flutter),1.2,11000,EGP,11000.0,11000.0,Hybird,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
flutter developer,3.0,27500,EGP,27500.0,27500.0,Hybird,cairo,2024-01-01,Kaggle_egyptian_salaries_2024
backend developer,1.0,10,EGP,10.0,10.0,On Site,Cairo,2025-01-01,Kaggle_egyptian_salaries_2024
junior developer .net,1.0,27000,EGP,27000.0,27000.0,On Site,Cairo smart village,2024-02-01,Kaggle_egyptian_salaries_2024
senior application support engineer,15.0,40000 NET,EGP,40000.0,40000.0,Remotley,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
data analytics engineer,1.0,23000,EGP,23000.0,23000.0,Hybird,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
it help desk,1.0,7000,EGP,7000.0,7000.0,On Site,Cairo,2024-01-27,Kaggle_egyptian_salaries_2024
physical therapist,2.0,1400,EGP,1400.0,1400.0,On Site,El Mansoura,2024-02-24,Kaggle_egyptian_salaries_2024
operations associate,1.0,20k Gross,EGP,20000.0,20000.0,Hybird,"Cairo,egypt",2024-02-24,Kaggle_egyptian_salaries_2024
front end developer,2.0,18500,EGP,18500.0,18500.0,On Site,,1998-04-12,Kaggle_egyptian_salaries_2024
senior interior designer,4.0,18k,EGP,18000.0,18000.0,On Site,Cairo,2024-01-01,Kaggle_egyptian_salaries_2024
.net developer,0.0,5500,EGP,5500.0,5500.0,Remotley,,2024-01-01,Kaggle_egyptian_salaries_2024
flutter developer,3.0,25000,EGP,25000.0,25000.0,Remotley,Cairo,2024-02-19,Kaggle_egyptian_salaries_2024
flutter developer,2.0,400 usd,USD,400.0,20000.0,Remotley,Canada and Iraq,1998-04-21,Kaggle_egyptian_salaries_2024
ux designer,0.0,6600,EGP,6600.0,6600.0,Hybird,"Cairo, Maadi",2024-01-31,Kaggle_egyptian_salaries_2024
tester,1.0,5000,EGP,5000.0,5000.0,Remotley,cairo,2023-11-01,Kaggle_egyptian_salaries_2024
php developer,0.0,15000,EGP,15000.0,15000.0,On Site,"Cairo,Saudi",2023-12-10,Kaggle_egyptian_salaries_2024
full stack web developer . net & angular,2.6,23500,EGP,23500.0,23500.0,On Site,Maadi,2024-01-01,Kaggle_egyptian_salaries_2024
business analyst,0.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
full stack .net developer,3.0,2000$ dollar,USD,2000.0,100000.0,Remotley,UK,2024-02-10,Kaggle_egyptian_salaries_2024
machine learning engineer,1.0,10000,EGP,10000.0,10000.0,On Site,Cairo,2024-02-24,Kaggle_egyptian_salaries_2024
system administrator,1.0,8000,EGP,8000.0,8000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
fresh java developer,0.0,15000-20000,EGP,17500.0,17500.0,On Site,Cairo,2024-02-15,Kaggle_egyptian_salaries_2024
devops engineer,0.67,15000,EGP,15000.0,15000.0,Hybird,,2024-02-25,Kaggle_egyptian_salaries_2024
data analyst,2.0,0,EGP,0.0,0.0,Remotley,,2024-02-25,Kaggle_egyptian_salaries_2024
business intelligence specialist,1.0,13700,EGP,13700.0,13700.0,On Site,"Alexandria, Egypt",2023-10-01,Kaggle_egyptian_salaries_2024
. net developer,2.0,13500,EGP,13500.0,13500.0,Remotley,,2024-01-29,Kaggle_egyptian_salaries_2024
digital marketing specialist,5.0,20000,EGP,20000.0,20000.0,On Site,Giza,2024-01-01,Kaggle_egyptian_salaries_2024
php developer,4.0,19000,EGP,19000.0,19000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
flutter developer,2.0,10000,EGP,10000.0,10000.0,On Site,Mansora,2024-01-01,Kaggle_egyptian_salaries_2024
backed developer c sharp,3.0,12000,EGP,12000.0,12000.0,Remotley,Cairo,2024-03-05,Kaggle_egyptian_salaries_2024
front-end developer,7.0,30000,EGP,30000.0,30000.0,Hybird,Giza,2023-08-28,Kaggle_egyptian_salaries_2024
backend.net developer,1.0,15000,EGP,15000.0,15000.0,Remotley,Riyadh,2024-01-01,Kaggle_egyptian_salaries_2024
web gis developer,3.0,13800,EGP,13800.0,13800.0,Hybird,Cairo,2023-02-01,Kaggle_egyptian_salaries_2024
software engineer,2.0,16000,EGP,16000.0,16000.0,On Site,Cairo,2024-02-25,Kaggle_egyptian_salaries_2024
customers services,2.0,3100,EGP,3100.0,3100.0,On Site,Cairo,2020-09-20,Kaggle_egyptian_salaries_2024
flutter developer,4.0,18000,EGP,18000.0,18000.0,On Site,,1999-12-13,Kaggle_egyptian_salaries_2024
graphic designer,0.5,1000 AED ,AED,1000.0,13000.0,Remotley,Dubai,2024-01-15,Kaggle_egyptian_salaries_2024
software engineer,3.0,50000,EGP,50000.0,50000.0,Remotley,Ryad,2024-02-18,Kaggle_egyptian_salaries_2024
back end laravel,1.0,5000,EGP,5000.0,5000.0,On Site,Mansoura,2024-02-29,Kaggle_egyptian_salaries_2024
angular developer,1.0,$500,USD,500.0,25000.0,Remotley,,2023-11-01,Kaggle_egyptian_salaries_2024
.net developer,0.0,7000,EGP,7000.0,7000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
frontend developer,0.33,9k egp,EGP,9000.0,9000.0,Remotley,,1998-02-25,Kaggle_egyptian_salaries_2024
.net developer,1.0,8000,EGP,8000.0,8000.0,Remotley,Bahrain,2024-01-31,Kaggle_egyptian_salaries_2024
mid data engineer,3.0,900 USD,USD,900.0,45000.0,Remotley,California,2023-08-15,Kaggle_egyptian_salaries_2024
.net developer,1.0,12k egp,EGP,12000.0,12000.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
flutter developer,1.0,8000,EGP,8000.0,8000.0,Remotley,Tanta,2024-02-26,Kaggle_egyptian_salaries_2024
senior sales,11.0,10000,EGP,10000.0,10000.0,Hybird,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
senior cyber threat analyst,22.0,11800 USD,USD,11800.0,590000.0,Remotley,USD - EUROPE,2024-02-26,Kaggle_egyptian_salaries_2024
php laravel developer,1.0,11000,EGP,11000.0,11000.0,Remotley,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
front end developer react,1.0,9k,EGP,9000.0,9000.0,On Site,cairo,2024-01-02,Kaggle_egyptian_salaries_2024
data engineer,3.0,25000,EGP,25000.0,25000.0,Hybird,Cairo,2023-10-20,Kaggle_egyptian_salaries_2024
performance analyst,0.25,11500,EGP,11500.0,11500.0,On Site,smart village,2024-02-25,Kaggle_egyptian_salaries_2024
business analysis,0.5,5000,EGP,5000.0,5000.0,On Site,Mansoura,2024-03-05,Kaggle_egyptian_salaries_2024
full stack .net developer,0.5,11000,EGP,11000.0,11000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
software engineer,3.0,28500,EGP,28500.0,28500.0,Hybird,Cairo,2024-02-28,Kaggle_egyptian_salaries_2024
odoo developer,1.0,17000,EGP,17000.0,17000.0,On Site,5th settelment,2024-02-26,Kaggle_egyptian_salaries_2024
network engineer,5.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
full stack software engineer,2.0,23000,EGP,23000.0,23000.0,Hybird,"Originally in Saudi Arabia, but has site on Cairo",2024-03-01,Kaggle_egyptian_salaries_2024
devops engineer,0.3,1018 Euro,EUR,1018.0,50900.0,On Site,Giza,2024-02-26,Kaggle_egyptian_salaries_2024
back end engineer,2.0,20000,EGP,20000.0,20000.0,Remotley,cairo,2024-02-26,Kaggle_egyptian_salaries_2024
odoo developer,1.0,11000,EGP,11000.0,11000.0,On Site,Cairo,2024-02-01,Kaggle_egyptian_salaries_2024
data annotation team leader,6.0,32000,EGP,32000.0,32000.0,Hybird,,2024-02-20,Kaggle_egyptian_salaries_2024
data engineer,1.0,21,EGP,21.0,21.0,Hybird,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
data scientist,1.5,13.5 k net,EGP,13500.0,13500.0,Hybird,Giza,2024-01-28,Kaggle_egyptian_salaries_2024
business development manager,6.0,15000,EGP,15000.0,15000.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
data engineer,0.5,17000,EGP,17000.0,17000.0,On Site,Ejada,2023-01-11,Kaggle_egyptian_salaries_2024
senior product marketing,3.0,14000,EGP,14000.0,14000.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
data analyst,4.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
ai engineer,1.0,19800,EGP,19800.0,19800.0,Hybird,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
data engineer,3.0,30000,EGP,30000.0,30000.0,On Site,Cairo,2023-03-19,Kaggle_egyptian_salaries_2024
flutter developer,2.0,400 usd,USD,400.0,20000.0,Remotley,Iraq and Canada,1998-04-21,Kaggle_egyptian_salaries_2024
senior data scientist,4.0,80000,EGP,80000.0,80000.0,Remotley,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
mid level .net developer,2.0,20000,EGP,20000.0,20000.0,Hybird,Cairo,2024-02-26,Kaggle_egyptian_salaries_2024
junior product owner,2.0,14000 net,EGP,14000.0,14000.0,On Site,Cairo,2012-02-26,Kaggle_egyptian_salaries_2024
full stack developer,7.0,700$,USD,700.0,35000.0,Remotley,Kuwait,2024-02-26,Kaggle_egyptian_salaries_2024
senior java backend,4.0,55000 net,EGP,55000.0,55000.0,Hybird,"Smart village, Cairo",2023-10-23,Kaggle_egyptian_salaries_2024
cost accountant,2.0,6000,EGP,6000.0,6000.0,On Site,6 October,2024-02-28,Kaggle_egyptian_salaries_2024
senior professional services engineer,8.0,24000,EGP,24000.0,24000.0,Hybird,"Texas, USA",2024-02-26,Kaggle_egyptian_salaries_2024
senior software development engineer,10.0,1350$,USD,1350.0,67500.0,Remotley,cairo,24-01-01,Kaggle_egyptian_salaries_2024
senior frontend engineer,6.0,110000,EGP,110000.0,110000.0,On Site,Cairo,2024-01-31,Kaggle_egyptian_salaries_2024
senior swe,5.0,$3000 net,USD,3000.0,150000.0,On Site,Cairo,2023-12-31,Kaggle_egyptian_salaries_2024
frontend engineer,4.0,83000 بس انا عاوز اقول مصر ماشيه بلح,EGP,83000.0,83000.0,Hybird,cairo,2024-01-01,Kaggle_egyptian_salaries_2024
technical support engineer,1.0,13000,EGP,13000.0,13000.0,Hybird,United States,2023-04-01,Kaggle_egyptian_salaries_2024
data scientist,3.0,19000,EGP,19000.0,19000.0,Hybird,cairo,2023-02-26,Kaggle_egyptian_salaries_2024
