Title,Company,Location,Salary,Experience,Job_Type,Skills,URL
Remote Senior C#/React Developer,Jobgether,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/jobs/p/g/gdo6ez3alt4p-remote-senior-creact-developer-jobgether-dubai-united-arab-emirates
Senior Technical Sales Engineer - Team Lead,Caliteck,"Nasr City, Cairo",Confidential,3 To 5 Years,N/A,Software Engineering,https://wuzzuf.net/jobs/p/affny5a1njbi-senior-technical-sales-engineer-team-lead-caliteck-cairo-egypt
Maintenance Manager,Soul Water Filter,"10th of Ramadan City, Sharqia",Confidential,8 To 10 Years,N/A,Maintenance Management,https://wuzzuf.net/jobs/p/aceoz1s6vj49-maintenance-manager-soul-water-filter-sharqia-egypt
"Sales Engineer vacancy in Cairo, Egypt",N/A,N/A,Confidential,2 To 5 Years,N/A,Client Relationship Management,https://wuzzuf.net/jobs/p/hd1coycll4jy-sales-engineer-cairo-egypt
Research Analyst,PulseMediaNL (MENA REGION),"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Research,https://wuzzuf.net/saudi/jobs/p/g/owsvyxlvcjtd-research-analyst-pulsemedianl-mena-region-riyadh-saudi-arabia
Senior Software Engineering Manager-Java,Link Development,"Maadi, Cairo",Confidential,10 To 15 Years,N/A,Software Engineering,https://wuzzuf.net/jobs/p/f409jot9zrmg-senior-software-engineering-manager-java-link-development-cairo-egypt
Process Engineer,MCV - Obour,"Obour City, Cairo",Confidential,More Than 1 Year,N/A,Process Optimization,https://wuzzuf.net/jobs/p/cmucrgdjrezn-process-engineer-mcv-obour-cairo-egypt
Junior Planning & Cost Control Engineer,New Generation Developments,"القاهرة, مصر",Confidential,1 To 2 Years,N/A,Cost Control,https://wuzzuf.net/jobs/p/jby1cvoivivu-junior-planning-cost-control-engineer-new-generation-developments-cairo-egypt
"Sales Engineer – B2B (Lighting Products) vacancy in Riyadh, Saudi Arabia",N/A,N/A,Confidential,5 To 10 Years,N/A,B2B Sales,https://wuzzuf.net/saudi/jobs/p/jpmr5lmpffll-sales-engineer-b2b-lighting-products-riyadh-saudi-arabia
FP&A Senior Analyst,Valmore Holding,"New Cairo, Cairo",Confidential,4 To 6 Years,N/A,Financial Planning & Analysis,https://wuzzuf.net/jobs/p/oo0tjhybq8y6-fpa-senior-analyst-valmore-holding-cairo-egypt
Full Stack PHP Laravel Developer,Namaa IT,"Heliopolis, Cairo",Confidential,1 To 3 Years,N/A,Laravel,https://wuzzuf.net/jobs/p/ypoxr3c8hynt-full-stack-php-laravel-developer-namaa-it-cairo-egypt
"Senior Front-End Developer (React.JS) vacancy in القاهرة الجديدة, القاهرة",N/A,N/A,Confidential,More Than 5 Years,N/A,Agile,https://wuzzuf.net/jobs/p/2rg72k1hk8lz-senior-front-end-developer-reactjs-cairo-egypt
Cnc sheet metal maintenance engineer,Promech Engineering,"Maadi, Cairo",Confidential,3 To 5 Years,N/A,Engineering,https://wuzzuf.net/jobs/p/mxpy7jkiz7mr-cnc-sheet-metal-maintenance-engineer-promech-engineering-cairo-egypt
Technical Support Engineer,AIC - Al Maalim International Co.,"القاهرة الجديدة, القاهرة",8000 To 12000 EGP,3 To 7 Years,N/A,Access control systems,https://wuzzuf.net/jobs/p/zy3mjwycfed7-technical-support-engineer-aic-al-maalim-international-co-cairo-egypt
Manager - Infrastructure,Inception,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Microsoft Office,https://wuzzuf.net/jobs/p/g/n9su0p6hmfbo-manager-infrastructure-inception-dubai-united-arab-emirates
Software Engineer II - McKinsey Digital,McKinsey & Company,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/7yutwqzlagtt-software-engineer-ii-mckinsey-digital-mckinsey-company-riyadh-saudi-arabia
Mobile Application Lead,Maaloomatiia,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/jobs/p/g/rrv0gxhmbjhe-mobile-application-lead-maaloomatiia-dubai-united-arab-emirates
Associate Software Engineer,Takamol Holding,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/zymjlqfrqjp3-associate-software-engineer-takamol-holding-riyadh-saudi-arabia
Data Analyst,Sakr Group,"Nasr City, Cairo",Confidential,1 To 3 Years,N/A,SAP,https://wuzzuf.net/jobs/p/u4jory0gh3et-data-analyst-sakr-group-cairo-egypt
Flutter Developer,Newvision,"Nasr City, Cairo",Confidential,2 To 4 Years,N/A,Mobile Application Development,https://wuzzuf.net/jobs/p/x8jhk79smflk-flutter-developer-newvision-cairo-egypt
"Senior Flutter Developer vacancy in Dokki, Giza",N/A,N/A,Confidential,More Than 5 Years,N/A,Android,https://wuzzuf.net/jobs/p/1fg09ndhsvgm-senior-flutter-developer-giza-egypt
Middle Automation QA engineer,Vertex Technologies,"Cairo, Egypt",Confidential,More Than 2 Years,N/A,Test Automation,https://wuzzuf.net/jobs/p/ggldulbf3ytl-middle-automation-qa-engineer-vertex-technologies-cairo-egypt
Senior System and Bsuiness Analyst / Product Owner,Exab,"Cairo, Egypt",Confidential,5 To 15 Years,N/A,System Analysis,https://wuzzuf.net/jobs/p/sswpukcucoke-senior-system-and-bsuiness-analyst-product-owner-exab-cairo-egypt
Statistical Analyst - 9-Month Engagement,MENA Consultant,"Makkah, Saudi Arabia",Confidential,Not Specified,N/A,Statistics,https://wuzzuf.net/saudi/jobs/p/g/vjxn1v68kssh-statistical-analyst-9-month-engagement-mena-consultant-makkah-saudi-arabia
Product Designer,HIGHBASE TRADING W.L.L,"Cairo, Egypt",800 To 1000 USD,3 To 5 Years,N/A,UX Design,https://wuzzuf.net/jobs/p/aaxl9gpnankx-product-designer-highbase-trading-w-l-l-cairo-egypt
Middle Security Engineer,Vertex Technologies,"Cairo, Egypt",Confidential,More Than 2 Years,N/A,CIA Triad,https://wuzzuf.net/jobs/p/3z8ds831v290-middle-security-engineer-vertex-technologies-cairo-egypt
Junior Backend Developer ( ERP),Naba Soft,"Nasr City, Cairo",Confidential,1 To 3 Years,N/A,Backend Development,https://wuzzuf.net/jobs/p/ewooez2x8u3m-junior-backend-developer-erp-naba-soft-cairo-egypt
Pre-Sales Engineer,Promech Engineering,"Maadi, Cairo",Confidential,2 To 3 Years,N/A,English,https://wuzzuf.net/jobs/p/tl0rwesotuqk-pre-sales-engineer-promech-engineering-cairo-egypt
Product Manager,3D Diagnostix,"Maadi, Cairo",Confidential,3 To 6 Years,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/scpedoxqqmmn-product-manager-3d-diagnostix-cairo-egypt
Forklift Operator,"Egypt Chuan Jin Nuo Chemical Co.,Ltd","Ain Sokhna, Suez",15000 To 18000 EGP,2 To 3 Years,N/A,Forklift Certificate,https://wuzzuf.net/jobs/p/wtraekq2wgpf-forklift-operator-egypt-chuan-jin-nuo-chemical-co-ltd-suez-egypt
Luxury Private Client Consultant,DXBA,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,sales,https://wuzzuf.net/jobs/p/g/fjao10tu6av3-luxury-private-client-consultant-dxba-dubai-united-arab-emirates
Supply Planning Engineer,Amreyah Cement,"Alexandria, Egypt",Confidential,1 To 3 Years,N/A,Material Planning,https://wuzzuf.net/jobs/p/oydvkfxshzzh-supply-planning-engineer-amreyah-cement-alexandria-egypt
Design Team Leader Engineer,GPS,"6th of October, Giza",Confidential,10 To 15 Years,N/A,Architectural Design,https://wuzzuf.net/jobs/p/ksv5mrpmevqg-design-team-leader-engineer-gps-giza-egypt
Principal Architect,NetApp,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/uh27defwfrkf-principal-architect-netapp-riyadh-saudi-arabia
Business AI Coordinator,Roaya,"Maadi, Cairo",Confidential,0 To 2 Years,N/A,AI,https://wuzzuf.net/jobs/p/k8xwto7kjq47-business-ai-coordinator-roaya-cairo-egypt
Data Scientist,1inch,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Python,https://wuzzuf.net/jobs/p/g/fminhrvthtkn-data-scientist-1inch-dubai-united-arab-emirates
IT Business Analyst Manager (AEC),Dewan Architects and Engineers,"New Cairo, Cairo",Confidential,More Than 8 Years,N/A,Business Analysis,https://wuzzuf.net/jobs/p/iqofronbfx3c-it-business-analyst-manager-aec-dewan-architects-and-engineers-cairo-egypt
AI Developer - REMOTE,Jobgether,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,AI,https://wuzzuf.net/jobs/p/g/giw6jzxziur1-ai-developer-remote-jobgether-dubai-united-arab-emirates
Shift Engineer,Rozabella Textile,"10th of Ramadan City, Sharqia",Confidential,3 To 5 Years,N/A,Shift Management,https://wuzzuf.net/jobs/p/0q7k5zjvqv1l-shift-engineer-rozabella-textile-sharqia-egypt
Business Development Specialist,Mashreq for Energy Systems,"Mohandessin, Giza",Confidential,2 To 4 Years,N/A,Business Development,https://wuzzuf.net/jobs/p/7galb6l5cqoc-business-development-specialist-mashreq-for-energy-systems-giza-egypt
Electrical BIM Engineer,Bimmovate,"Cairo, Egypt",Confidential,2 To 5 Years,N/A,Revit,https://wuzzuf.net/jobs/p/hbvizvwvxwfe-electrical-bim-engineer-bimmovate-cairo-egypt
"Laravel Developer vacancy in Cairo, Egypt",N/A,N/A,Confidential,3 To 5 Years,N/A,Laravel,https://wuzzuf.net/jobs/p/rroisomxabck-laravel-developer-cairo-egypt
"Backend Developer vacancy in Khobar, Saudi Arabia",N/A,N/A,Confidential,More Than 3 Years,N/A,Docker,https://wuzzuf.net/saudi/jobs/p/yn7ez11zoqym-backend-developer-khobar-saudi-arabia
Senior IT Cloud Security Engineer,Migrate,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/59tjnknbdxxx-senior-it-cloud-security-engineer-migrate-dubai-united-arab-emirates
Production Engineer -Wood,Shabana Group,"بدر, القاهرة",Confidential,More Than 2 Years,N/A,Production process optimization,https://wuzzuf.net/jobs/p/ew1bc71qr35h-production-engineer-wood-shabana-group-cairo-egypt
Remote Backend Programmer,Jobgether,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/saudi/jobs/p/g/kvzo0dcety2q-remote-backend-programmer-jobgether-riyadh-saudi-arabia
Mechanical Engineer,Alex Apparels for Garment Manufacturing,"Ameria, Alexandria",Confidential,2 To 4 Years,N/A,Mechanical system design,https://wuzzuf.net/jobs/p/wdm1idutgmo2-mechanical-engineer-alex-apparels-for-garment-manufacturing-alexandria-egypt
Technical Solutions Professional - Data & AI,Alnafitha International for Information Technology,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/grmyqwrw9iaf-technical-solutions-professional-data-ai-alnafitha-international-for-information-technology-riyadh-saudi-arabia
Mobile Maintenance Engineer,Etisal EG,"Cairo, Egypt",Confidential,1 To 3 Years,N/A,Data Driven,https://wuzzuf.net/jobs/p/b9oygmwknaik-mobile-maintenance-engineer-etisal-eg-cairo-egypt
Front End Developer,العاصي للتطوير العقاري,"Maadi, Cairo",Confidential,5 To 10 Years,N/A,Angular,https://wuzzuf.net/jobs/p/kdr5ejp9ljph-front-end-developer-alaaasy-llttoyr-alaakary-cairo-egypt
Infrastructure Engineer,National technology group,"6th of October, Giza",Confidential,More Than 3 Years,N/A,IT Infrastructure Management,https://wuzzuf.net/jobs/p/whj3g9viwwzl-infrastructure-engineer-national-technology-group-giza-egypt
"Senior Full Stack Engineer vacancy in Cairo, Egypt",N/A,N/A,Confidential,5 To 20 Years,N/A,Python or Node.js,https://wuzzuf.net/jobs/p/s6fbgrrejtlq-senior-full-stack-engineer-cairo-egypt
Senior Structure Principal Engineer - Site Supervision,Atkins Realis,"Nasr City, Cairo",Confidential,15 To 20 Years,N/A,Structure,https://wuzzuf.net/jobs/p/c7zno5ddalw2-senior-structure-principal-engineer-site-supervision-atkins-realis-cairo-egypt
Mechanical Technical Office Engineer,Sinoma-cdi,"New Cairo, Cairo",Confidential,3 To 5 Years,N/A,"Mechanical, Electrical, and Plumbing (MEP)",https://wuzzuf.net/jobs/p/d4zebqi6vh3z-mechanical-technical-office-engineer-sinoma-cdi-cairo-egypt
Marketing Advisor,Sour Mango Limited,"Hong Kong, Hong Kong",Confidential,More Than 3 Years,N/A,Digital Marketing,https://wuzzuf.net/jobs/p/qu5unrd3eieh-marketing-advisor-sour-mango-limited-hong-kong-hong-kong
ERP Next Developer,DALWA COMPANY,"Sheraton, Cairo",Confidential,3 To 6 Years,N/A,ERP System,https://wuzzuf.net/jobs/p/4369tdaojpqp-erp-next-developer-dalwa-company-cairo-egypt
Web Developer,Akhnaton Trading and distribution - EVA Group Limted,"Cairo, Egypt",Confidential,1 To 3 Years,N/A,PHP,https://wuzzuf.net/jobs/p/wre7njxygyb7-web-developer-akhnaton-trading-and-distribution-eva-group-limted-cairo-egypt
Software Developer,Rednet It Services,"Maadi, Cairo",Confidential,More Than 3 Years,N/A,Software Development,https://wuzzuf.net/jobs/p/qq7kdfkuc3tu-software-developer-rednet-it-services-cairo-egypt
Application Support Engineer,Saudi German Hospital,"New Nozha, Cairo",Confidential,3 To 5 Years,N/A,SQL Server,https://wuzzuf.net/jobs/p/x83iqhmztfwa-application-support-engineer-saudi-german-hospital-cairo-egypt
"Data Engineer vacancy in Cairo, Egypt",N/A,N/A,Confidential,2 To 5 Years,N/A,Data Engineering,https://wuzzuf.net/jobs/p/q8emzmntsvri-data-engineer-cairo-egypt
SOC Analyst - Remote,YO IT Consulting,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/m1sloeimjcvk-soc-analyst-remote-yo-it-consulting-dubai-united-arab-emirates
Senior Architectural design Engineer,ARX | Smart Minds,"New Cairo, Cairo",Confidential,8 To 10 Years,N/A,CAD Software,https://wuzzuf.net/jobs/p/4r6limwfy0y3-senior-architectural-design-engineer-arx-smart-minds-cairo-egypt
Credit Analyst - Microfinance,Erada,"Maadi, Cairo",Confidential,1 To 3 Years,N/A,Credit Analysis,https://wuzzuf.net/jobs/p/rolwdqeixchj-credit-analyst-microfinance-erada-cairo-egypt
Planning Engineer,Doosan Enerbility co .LTD,"Dabaa, Matruh",Confidential,0 To 1 Year,N/A,Engineering,https://wuzzuf.net/jobs/p/rzazvvqjerbf-planning-engineer-doosan-enerbility-co-ltd-matruh-egypt
Remote iOS Developer,Jobgether,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/y1agvqsj31pj-remote-ios-developer-jobgether-dubai-united-arab-emirates
"Application Support Engineer vacancy in 6th of October, Giza",N/A,N/A,Confidential,More Than 2 Years,N/A,Microsoft SQL Server,https://wuzzuf.net/jobs/p/sfqog33fy3oe-application-support-engineer-giza-egypt
Frontend Engineer (Remote),North Star Staffing,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/ncitppyat4zu-frontend-engineer-remote-north-star-staffing-riyadh-saudi-arabia
Data Entry Admin Specialist - Remote,PULSE MEDIA (APAC REGION),"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Data Entry,https://wuzzuf.net/jobs/p/g/0gc24dhyz9bi-data-entry-admin-specialist-remote-pulse-media-apac-region-dubai-united-arab-emirates
Engineering Technician,Marriott International,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Maintenance,https://wuzzuf.net/saudi/jobs/p/g/zwon8zajkghn-engineering-technician-marriott-international-riyadh-saudi-arabia
Finance Director,El-Ahlyia Health Care For Medical Supplies,"Sheraton, Cairo",Confidential,10 To 15 Years,N/A,Finance,https://wuzzuf.net/jobs/p/jgsdfmkuxpdg-finance-director-el-ahlyia-health-care-for-medical-supplies-cairo-egypt
Project Manager (Remote),Keystone Recruitment,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Project Management,https://wuzzuf.net/jobs/p/g/kyofuu9an8kg-project-manager-remote-keystone-recruitment-dubai-united-arab-emirates
Technical Office Engineer (Furniture),Mobica,"Mohandessin, Giza",Confidential,1 To 3 Years,N/A,AutoCAD,https://wuzzuf.net/jobs/p/bcq2ormap7wr-technical-office-engineer-furniture-mobica-giza-egypt
Financial Analyst,Keystone Recruitment,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Finance,https://wuzzuf.net/jobs/p/g/rmgtfs4bc5bd-financial-analyst-keystone-recruitment-dubai-united-arab-emirates
Senior Front End Developer - Vue,Our Education,"Nasr City, Cairo",Confidential,3 To 5 Years,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/tqf3tedtoajo-senior-front-end-developer-vue-our-education-cairo-egypt
Senior Budgeting Analyst,Somabay,"Safaga, Red Sea",Confidential,3 To 5 Years,N/A,Budgeting,https://wuzzuf.net/jobs/p/emxcireahpkt-senior-budgeting-analyst-somabay-red-sea-egypt
Virtual Data Entry Clerk - Assistant Administrator,Re-Lyticx,"Al Bahah, Saudi Arabia",Confidential,Not Specified,N/A,Administration,https://wuzzuf.net/saudi/jobs/p/g/z7pjsdcnxsns-virtual-data-entry-clerk-assistant-administrator-re-lyticx-al-bahah-saudi-arabia
Demand Planning Manager - Engineering,Kandil Glass,"10th of Ramadan City, Cairo",Confidential,More Than 7 Years,N/A,Planning,https://wuzzuf.net/jobs/p/4nmmgstouvvw-demand-planning-manager-engineering-kandil-glass-cairo-egypt
DevOps Engineer,Qashio,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Computer Science,https://wuzzuf.net/jobs/p/g/b4gtntgoifvq-devops-engineer-qashio-dubai-united-arab-emirates
Production Engineer,Egyptian Engineering Company,"6th of October, Giza",Confidential,3 To 5 Years,N/A,Production Management,https://wuzzuf.net/jobs/p/gmfyqu0inwu1-production-engineer-egyptian-engineering-company-giza-egypt
Senior Full-Stack Engineer | Founding Engineer — [Egypt/Remote],RampartCyber,"Durham, United States",Confidential,10 To 15 Years,N/A,Full-Stack Development,https://wuzzuf.net/jobs/p/ikdfakxq6idy-senior-full-stack-engineer-founding-engineer-egyptremote-rampartcyber-durham-united-states
Data Scientist – Computer Vision & Financial Intelligence,Erada,"Maadi, Cairo",Confidential,More Than 3 Years,N/A,Data Science,https://wuzzuf.net/jobs/p/j2aroop6qnai-data-scientist-computer-vision-financial-intelligence-erada-cairo-egypt
Researcher And Proposal Writer,Together Inclusive,"Cairo, Egypt",Confidential,1 To 3 Years,N/A,Research,https://wuzzuf.net/jobs/p/tkvuqgroijcs-researcher-and-proposal-writer-together-inclusive-cairo-egypt
"Senior Software Engineer, UAE (Contract to Hire)",odiggo,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/swxkenpazwnj-senior-software-engineer-uae-contract-to-hire-odiggo-dubai-united-arab-emirates
Document Controller,Talaat Moustafa Group,"Madinaty, Cairo",Confidential,3 To 7 Years,N/A,Administration,https://wuzzuf.net/jobs/p/vczk1crjjio8-document-controller-talaat-moustafa-group-cairo-egypt
Senior Frontend Developer (Urgent),Orange Bay Hurghada,"Hurghada, Red Sea",Confidential,More Than 4 Years,N/A,JavaScript,https://wuzzuf.net/jobs/p/cvzeu96mqtaq-senior-frontend-developer-urgent-orange-bay-hurghada-red-sea-egypt
Tendering Engineer (Civil / Arch.),Concrete Plus,"New Cairo, Cairo",Confidential,3 To 5 Years,N/A,Negotiation,https://wuzzuf.net/jobs/p/kqpitfzlgvq4-tendering-engineer-civil-arch-concrete-plus-cairo-egypt
FrontEnd Software Engineer (Remote),Nexus Consulting,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/tytfndr8jx0d-frontend-software-engineer-remote-nexus-consulting-dubai-united-arab-emirates
Senior .NET Developer,IPMagix,"Zamalek, Cairo",Confidential,5 To 8 Years,N/A,.NET Core,https://wuzzuf.net/jobs/p/brxzznulpzes-senior-net-developer-ipmagix-cairo-egypt
Financial Analyst,Cultiv,"Heliopolis, Cairo",8000 To 15000 EGP,2 To 5 Years,N/A,Financial Analysis,https://wuzzuf.net/jobs/p/07dpy4g27a0o-financial-analyst-cultiv-cairo-egypt
IT Factory Engineer,Electrolux,"10th of Ramadan City, Sharqia",Confidential,0 To 2 Years,N/A,Computer Science,https://wuzzuf.net/jobs/p/tvwqpyntl8aq-it-factory-engineer-electrolux-sharqia-egypt
Technical Office / Site Engineer (Mechanical),Aswaq,"Shorouk City, Cairo",Confidential,4 To 6 Years,N/A,Mechanical Engineering,https://wuzzuf.net/jobs/p/qb2r44wgpjbj-technical-office-site-engineer-mechanical-aswaq-cairo-egypt
"Senior VB6 Developer vacancy in Nasr City, Cairo",N/A,N/A,Confidential,3 To 20 Years,N/A,VB 6,https://wuzzuf.net/jobs/p/fi5kuxbc4hfv-senior-vb6-developer-cairo-egypt
Meet Your Next Hire at RISEUP SUMMIT 2026,WUZZUF,"Cairo, Egypt",Confidential,Not Specified,N/A,Technology / Software,https://wuzzuf.net/jobs/p/kgmxczo5twny-meet-your-next-hire-at-riseup-summit-2026-cairo-egypt
Data Architect (m/f/d),Halian,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/j5njv1xyfp6j-data-architect-mfd-halian-dubai-united-arab-emirates
"Senior Front End Developer ( Angular ) vacancy in Dokki, Giza",N/A,N/A,Confidential,6 To 20 Years,N/A,Agile,https://wuzzuf.net/jobs/p/walmgeq7d3s6-senior-front-end-developer-angular-giza-egypt
Direct Local Purchasing Engineer,Kasrawy Group,"6th of October, Giza",Confidential,3 To 5 Years,N/A,Local Supplier Sourcing,https://wuzzuf.net/jobs/p/h4wapqizte5b-direct-local-purchasing-engineer-kasrawy-group-giza-egypt
Senior Developer & Solutions Architect,5 Star Recruitment,"Cairo, Egypt",Confidential,Not Specified,N/A,Solution Design,https://wuzzuf.net/jobs/p/zlbfb7o1nt6o-senior-developer-solutions-architect-5-star-recruitment-cairo-egypt
Technical Director – Software Development & Digital Transformation,Digital Lab Technology,"Nasr City, Cairo",Confidential,8 To 15 Years,N/A,Software Development Leadership,https://wuzzuf.net/jobs/p/kwc0f4kiqgif-technical-director-software-development-digital-transformation-digital-lab-technology-cairo-egypt
Mid-level Full Stack Web Developer,Nebras Technology,"Dokki, Giza",Confidential,More Than 4 Years,N/A,Software Development,https://wuzzuf.net/jobs/p/adrrnq50dnt8-mid-level-full-stack-web-developer-nebras-technology-giza-egypt
Data Center Technician - Unaizah - On-site,Reboot Monkey,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/63oquhfirdce-data-center-technician-unaizah-on-site-reboot-monkey-riyadh-saudi-arabia
Solution Architect – Agentic Systems,XenonStack Moments,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/jobs/p/g/2ijv1dhkiuy5-solution-architect-agentic-systems-xenonstack-moments-dubai-united-arab-emirates
Cybersecurity Engineer,Dewan Architects and Engineers,"New Cairo, Cairo",Confidential,3 To 7 Years,N/A,Computer Science,https://wuzzuf.net/jobs/p/jgxwmzsx9myh-cybersecurity-engineer-dewan-architects-and-engineers-cairo-egypt
التكامل-Integration Developer,Hesaab,"Riyadh, Saudi Arabia",Confidential,3 To 7 Years,N/A,System Integration,https://wuzzuf.net/saudi/jobs/p/udkqiqb2mvnu-altkaml-integration-developer-hesaab-riyadh-saudi-arabia
IDMC Informatica Data Management Cloud Developer,Efada Technology,"Cairo, Egypt",Confidential,More Than 4 Years,N/A,Informatica,https://wuzzuf.net/jobs/p/f10qjotcjnth-idmc-informatica-data-management-cloud-developer-efada-technology-cairo-egypt
Sales Engineer,Atlantic international collaboration,"Cairo, Egypt",Confidential,2 To 4 Years,N/A,Technical Sales,https://wuzzuf.net/jobs/p/ley6cpjpi3vz-sales-engineer-atlantic-international-collaboration-cairo-egypt
Junior Front-End Developer (Remote),PulseMediaNL (MENA REGION),"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/jobs/p/g/9ambyfz5fswd-junior-front-end-developer-remote-pulsemedianl-mena-region-dubai-united-arab-emirates
Financial Planning Analyst,Beyti - an Almarai Subsidiary,"Alexandria, Egypt",Confidential,More Than 3 Years,N/A,Finance,https://wuzzuf.net/jobs/p/h5p4afrajssa-financial-planning-analyst-beyti-an-almarai-subsidiary-alexandria-egypt
Junior Financial Planning & Analysis,Fine Hygienic Holding,"6th of October, Giza",Confidential,1 To 3 Years,N/A,Budgeting and forecasting,https://wuzzuf.net/jobs/p/tvqtcnptbqdm-junior-financial-planning-analysis-fine-hygienic-holding-giza-egypt
Senior MEP Mechanical Technical Office Engineer,ZAD MEP,"Nasr City, Cairo",Confidential,3 To 5 Years,N/A,AutoCAD,https://wuzzuf.net/jobs/p/qocvuptmtpdx-senior-mep-mechanical-technical-office-engineer-zad-mep-cairo-egypt
Chemical Engineer,ClathraEnergies,"Caen, France",Confidential,Not Specified,N/A,Process Simulation,https://wuzzuf.net/jobs/p/h3wmkqtg39wn-chemical-engineer-clathraenergies-caen-france
"Mid–Senior ASP.NET Developer vacancy in Cairo, Egypt",N/A,N/A,Confidential,More Than 3 Years,N/A,MS SQL Server,https://wuzzuf.net/jobs/p/k9ffovbpubp1-mid-senior-aspnet-developer-cairo-egypt
Farm Manager,El Teriak Industrial Group,"Beheira, Egypt",Confidential,More Than 7 Years,N/A,Agriculture,https://wuzzuf.net/jobs/p/3v3iijshvgkx-farm-manager-el-teriak-industrial-group-beheira-egypt
Operations Managers (Remote),Nexus Consulting,"Riyadh, Saudi Arabia",Confidential,Not Specified,N/A,Operations,https://wuzzuf.net/saudi/jobs/p/g/ubv1ge6wopju-operations-managers-remote-nexus-consulting-riyadh-saudi-arabia
Forward Deployed Engineer (Datagrid),Procore Technologies,"Dubai, United Arab Emirates",Confidential,Not Specified,N/A,information technology (it),https://wuzzuf.net/jobs/p/g/hddpoy7aln07-forward-deployed-engineer-datagrid-procore-technologies-dubai-united-arab-emirates
Full Stack Developer,EglobalSphere,"الجيزة, مصر",Confidential,2 To 5 Years,N/A,AI,https://wuzzuf.net/jobs/p/sge2msd90w17-full-stack-developer-eglobalsphere-giza-egypt
Devops Engineer,Asset Technology Group,"Cairo, Egypt",Confidential,3 To 6 Years,N/A,kubernates,https://wuzzuf.net/jobs/p/klmmudt9jnhf-devops-engineer-asset-technology-group-cairo-egypt
Marketing Specialist,MY WAY,"Obour City, Cairo",Confidential,0 To 2 Years,N/A,Marketing Specialist,https://wuzzuf.net/jobs/p/bq21nx4azucw-marketing-specialist-my-way-cairo-egypt
Senior Data Modeler,emagine,"Makkah, Saudi Arabia",Confidential,Not Specified,N/A,Information Technology (IT),https://wuzzuf.net/saudi/jobs/p/g/6ffbimuq8cys-senior-data-modeler-emagine-makkah-saudi-arabia
Financial and Business Analyst,Mobility Pro DMCC,"Azarita, Alexandria",Confidential,3 To 5 Years,N/A,Financial Analysis,https://wuzzuf.net/jobs/p/zgeyjz7mkn7n-financial-and-business-analyst-mobility-pro-dmcc-alexandria-egypt
Financial and Credit Analyst,شركه اداره وجوده لخدمات الاعمال,"Riyadh, Saudi Arabia",Confidential,10 To 15 Years,N/A,تقييم المخاطر,https://wuzzuf.net/saudi/jobs/p/m8pa48qv2vfn-financial-and-credit-analyst-shrkh-adarh-ogodh-lkhdmat-alaaamal-riyadh-saudi-arabia
